         1005431 function calls (990802 primitive calls) in 0.998 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 collections.py:1849(PatchCollection)
        1    0.000    0.000    0.000    0.000 image.py:1388(BboxImage)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 datetime.py:2313(_create)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:611(_validate_minor_tick_ndivs)
        2    0.000    0.000    0.000    0.000 rcsetup.py:543(validate_bbox)
        2    0.000    0.000    0.000    0.000 Image.py:3506(register_extension)
        1    0.000    0.000    0.000    0.000 scale.py:310(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:29(ScaleBase)
        1    0.000    0.000    0.000    0.000 core.py:4907(Opt)
        5    0.000    0.000    0.000    0.000 core.py:2269(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 collections.py:1368(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 _mathtext.py:179(FontMetrics)
        1    0.000    0.000    0.000    0.000 category.py:138(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 typing.py:966(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2159(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 core.py:2220(_PendingSkip)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
        1    0.000    0.000    0.000    0.000 core.py:2499(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 core.py:2863(Char)
        1    0.000    0.000    0.000    0.000 colorbar.py:146(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        3    0.000    0.000    0.000    0.000 enum.py:1453(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2261(runtime_checkable)
        1    0.000    0.000    0.000    0.000 __init__.py:233(__getattr__)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
        8    0.000    0.000    0.000    0.000 __init__.py:56(fget)
        1    0.000    0.000    0.000    0.000 ImageFile.py:692(PyDecoder)
        1    0.000    0.000    0.000    0.000 ImageFile.py:607(PyCodecState)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:24(Iterator)
        1    0.000    0.000    0.000    0.000 scale.py:123(FuncTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2525(BboxTransform)
        6    0.000    0.000    0.000    0.000 core.py:3380(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4862(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 colorbar.py:123(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 collections.py:1008(PathCollection)
        1    0.000    0.000    0.000    0.000 _mathtext.py:97(RasterParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1308(Vlist)
        1    0.000    0.000    0.000    0.000 _adapters.py:114(OrphanPath)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 streamplot.py:322(Grid)
        2    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       17    0.000    0.000    0.000    0.000 inspect.py:2730(annotation)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 parse.py:817(__getattr__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        3    0.000    0.000    0.000    0.000 traceback.py:322(walk_stack)
        1    0.000    0.000    0.000    0.000 __init__.py:764(_get_backend_or_none)
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 tempfile.py:133(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1075(_idat)
        1    0.000    0.000    0.000    0.000 ticker.py:355(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2438(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 core.py:5373(Combine)
        1    0.000    0.000    0.000    0.000 _mathtext.py:903(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 enum.py:1652(_simple_enum)
        1    0.000    0.000    0.000    0.000 datetime.py:1280(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:1295(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1840(SymLogNorm)
        1    0.000    0.000    0.000    0.000 ticker.py:1568(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1833(MultipleLocator)
        1    0.000    0.000    0.000    0.000 core.py:4501(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
        1    0.000    0.000    0.000    0.000 backend_tools.py:830(ToolPan)
        1    0.000    0.000    0.000    0.000 __init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1707(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 _tricontour.py:8(TriContourSet)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 pathlib.py:304(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        3    0.000    0.000    0.000    0.000 core.py:806(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        4    0.000    0.000    0.000    0.000 core.py:3405(dtype)
        1    0.000    0.000    0.000    0.000 __init__.py:1285(is_interactive)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:27(classproperty)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 scale.py:159(FuncScale)
        1    0.000    0.000    0.000    0.000 scale.py:628(LogitScale)
        1    0.000    0.000    0.000    0.000 ticker.py:2872(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2568(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1246(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1409(MouseEvent)
        1    0.000    0.000    0.000    0.000 widgets.py:163(Button)
        1    0.000    0.000    0.000    0.000 spines.py:487(SpinesProxy)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1098(AnchoredText)
        1    0.000    0.000    0.000    0.000 category.py:118(StrCategoryLocator)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 dates.py:876(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 art3d.py:372(Line3DCollection)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        7    0.000    0.000    0.000    0.000 enum.py:1374(<lambda>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        2    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_dpi)
        1    0.000    0.000    0.000    0.000 colors.py:1121(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1910(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1991(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1878(AsinhNorm)
        1    0.000    0.000    0.000    0.000 ImageFile.py:618(PyCodec)
        1    0.000    0.000    0.000    0.000 Image.py:2886(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 ticker.py:1046(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 core.py:4177(Each)
        1    0.000    0.000    0.000    0.000 _mathtext.py:211(FontInfo)
        1    0.000    0.000    0.000    0.000 widgets.py:28(LockDraw)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1567(DraggableOffsetBox)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 polar.py:258(_AxisWrapper)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 utils.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 backend_tools.py:642(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 patches.py:3473(BracketA)
        1    0.000    0.000    0.000    0.000 _mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 layout_engine.py:211(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1592(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 dates.py:1866(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:314(HandlerPatch)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:15(TriInterpolator)
        2    0.000    0.000    0.000    0.000 typing.py:1844(<genexpr>)
        9    0.000    0.000    0.000    0.000 _globals.py:86(__repr__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:6712(_extrema_operation)
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 cbook.py:2055(_OrderedSet)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:262(PngInfo)
        1    0.000    0.000    0.000    0.000 ticker.py:1915(_Edge_integer)
        1    0.000    0.000    0.000    0.000 transforms.py:2719(TransformedPath)
        1    0.000    0.000    0.000    0.000 core.py:3241(CharsNotIn)
        1    0.000    0.000    0.000    0.000 core.py:4522(AtLineStart)
        1    0.000    0.000    0.000    0.000 core.py:4555(FollowedBy)
        1    0.000    0.000    0.000    0.000 backend_tools.py:447(ToolXScale)
        1    0.000    0.000    0.000    0.000 patches.py:2905(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3434(Curve)
        1    0.000    0.000    0.000    0.000 _mathtext.py:75(VectorParse)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 win.py:259(tzwinlocal)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        2    0.000    0.000    0.000    0.000 enum.py:806(__members__)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2206(NullHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        2    0.000    0.000    0.000    0.000 rcsetup.py:387(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 cbook.py:333(silent_list)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 scale.py:89(LinearScale)
        1    0.000    0.000    0.000    0.000 core.py:2284(NoMatch)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 patches.py:3762(Wedge)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(Node)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 widgets.py:3696(EllipseSelector)
        1    0.000    0.000    0.000    0.000 figure.py:121(SubplotParams)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 polar.py:281(ThetaLocator)
        1    0.000    0.000    0.000    0.000 _trifinder.py:27(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        2    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(__init__)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:6521(__has_singleton)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LogRecord)
        2    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 TiffTags.py:24(_TagInfo)
        1    0.000    0.000    0.000    0.000 TiffTags.py:32(TagInfo)
        1    0.000    0.000    0.000    0.000 ImageFile.py:93(_Tile)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:23(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 ticker.py:270(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1687(FixedLocator)
        1    0.000    0.000    0.000    0.000 results.py:11(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 core.py:2261(Token)
        1    0.000    0.000    0.000    0.000 core.py:3543(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:5363(TokenConverter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:609(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:618(ToolForward)
        1    0.000    0.000    0.000    0.000 patches.py:2801(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:3595(Simple)
        1    0.000    0.000    0.000    0.000 _mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 dviread.py:573(DviFont)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 calendar.py:573(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 dates.py:1501(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1839(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        3    0.000    0.000    0.000    0.000 __init__.py:504(CFunctionType)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8209(_convert2ma)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:1237(_StderrHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 ImageFile.py:742(PyEncoder)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 collections.py:1373(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1533(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:304(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:934(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 patches.py:2325(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2583(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2763(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:3674(Fancy)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1496(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1552(__mro_entries__)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 datetime.py:1219(tzinfo)
        1    0.000    0.000    0.000    0.000 parse.py:826(_Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 traceback.py:651(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        5    0.000    0.000    0.000    0.000 cbook.py:851(<dictcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:192(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 _docstring.py:64(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3483(register_save)
        1    0.000    0.000    0.000    0.000 ImageMode.py:21(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:20(PaletteFile)
        1    0.000    0.000    0.000    0.000 ticker.py:1658(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2852(AutoLocator)
        1    0.000    0.000    0.000    0.000 exceptions.py:256(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 core.py:2472(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:5430(Group)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 collections.py:1275(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3484(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:332(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:360(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:420(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:600(ToolHome)
        1    0.000    0.000    0.000    0.000 patches.py:3001(Bar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1390(Rule)
        1    0.000    0.000    0.000    0.000 widgets.py:110(AxesWidget)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 core.py:217(update_nested_dict)
        1    0.000    0.000    0.000    0.000 offsetbox.py:467(VPacker)
        1    0.000    0.000    0.000    0.000 units.py:161(Registry)
        1    0.000    0.000    0.000    0.000 axis.py:564(_LazyTickList)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        6    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6821(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        2    0.000    0.000    0.000    0.000 rcsetup.py:341(validate_aspect)
        1    0.000    0.000    0.000    0.000 _docstring.py:76(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3468(register_mime)
        1    0.000    0.000    0.000    0.000 __init__.py:77(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 colors.py:2119(NoNorm)
        1    0.000    0.000    0.000    0.000 ImageFile.py:350(StubImageFile)
        1    0.000    0.000    0.000    0.000 ticker.py:1732(NullLocator)
        1    0.000    0.000    0.000    0.000 core.py:3405(GoToColumn)
        1    0.000    0.000    0.000    0.000 core.py:5467(Dict)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 contour.py:29(ClabelText)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1288(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1484(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:380(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:395(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:410(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 patches.py:2534(Round4)
        1    0.000    0.000    0.000    0.000 _mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1428(_GlueSpec)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 polar.py:241(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 art3d.py:347(Collection3D)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 __init__.py:28(RTLD_for_MKL)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1086(_fdat)
        1    0.000    0.000    0.000    0.000 ticker.py:304(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1093(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 transforms.py:2271(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 util.py:125(LRUMemo)
        1    0.000    0.000    0.000    0.000 core.py:2273(Empty)
        1    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 core.py:3569(WordEnd)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
